(city(Tlaxiaco)) --> (gender(f)), {C=0.004377006127808579}
(buy(312)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(312)), {C=0.0029180040852057193}
(buy(313)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(313)), {C=0.0029180040852057193}
(buy(314)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(314)), {C=0.0020426028596440037}
(buy(315)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(315)), {C=0.003112537690886101}
(buy(316)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(316)), {C=0.0028207372823655288}
(buy(317)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(317)), {C=0.003307071296566482}
(buy(318)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(318)), {C=0.003112537690886101}
(buy(319)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(319)), {C=0.0023344032681645753}
(buy(320)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(320)), {C=0.0025289368738449568}
(buy(321)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(321)), {C=0.0020426028596440037}
(buy(322)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(322)), {C=0.0026262036766851473}
(buy(323)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(323)), {C=0.0020426028596440037}
(buy(326)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(326)), {C=0.0020426028596440037}
(buy(327)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(327)), {C=0.0025289368738449568}
(buy(328)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(328)), {C=0.003112537690886101}
(buy(329)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(329)), {C=0.0024316700710047662}
(buy(330)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(330)), {C=0.002723470479525338}
(buy(331)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(331)), {C=0.0029180040852057193}
(buy(332)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(332)), {C=0.0026262036766851473}
(buy(333)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(333)), {C=0.0022371364653243847}
(buy(334)) --> (marital status(M)), {C=0.0036961385079272444}
(marital status(M)) --> (buy(334)), {C=0.0036961385079272444}
(buy(335)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(335)), {C=0.00301527088804591}
(buy(336)) --> (marital status(M)), {C=0.0036961385079272444}
(marital status(M)) --> (buy(336)), {C=0.0036961385079272444}
(buy(337)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(337)), {C=0.003598871705087054}
(buy(338)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(338)), {C=0.0020426028596440037}
(buy(339)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(339)), {C=0.0024316700710047662}
(buy(340)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(340)), {C=0.002723470479525338}
(buy(341)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(341)), {C=0.0028207372823655288}
(buy(342)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(342)), {C=0.002139869662484194}
(buy(343)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(343)), {C=0.0029180040852057193}
(buy(344)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(344)), {C=0.003307071296566482}
(buy(345)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(345)), {C=0.003112537690886101}
(buy(346)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(346)), {C=0.0022371364653243847}
(buy(347)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(347)), {C=0.0020426028596440037}
(buy(348)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(348)), {C=0.0026262036766851473}
(buy(349)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(349)), {C=0.0025289368738449568}
(buy(350)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(350)), {C=0.0025289368738449568}
(buy(351)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(351)), {C=0.0026262036766851473}
(buy(352)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(352)), {C=0.002139869662484194}
(buy(353)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(353)), {C=0.0029180040852057193}
(buy(354)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(354)), {C=0.0022371364653243847}
(buy(355)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(355)), {C=0.0025289368738449568}
(buy(356)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(356)), {C=0.0023344032681645753}
(buy(357)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(357)), {C=0.00301527088804591}
(buy(358)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(358)), {C=0.0025289368738449568}
(buy(359)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(359)), {C=0.0022371364653243847}
(buy(360)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(360)), {C=0.0032098044937262913}
(buy(361)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(361)), {C=0.0026262036766851473}
(buy(362)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(362)), {C=0.00301527088804591}
(buy(363)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(363)), {C=0.0022371364653243847}
(buy(364)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(364)), {C=0.00301527088804591}
(buy(365)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(365)), {C=0.0028207372823655288}
(buy(366)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(366)), {C=0.0022371364653243847}
(buy(367)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(367)), {C=0.0022371364653243847}
(buy(368)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(368)), {C=0.0024316700710047662}
(buy(369)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(369)), {C=0.0024316700710047662}
(buy(370)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(370)), {C=0.0026262036766851473}
(buy(371)) --> (marital status(M)), {C=0.003793405310767435}
(marital status(M)) --> (buy(371)), {C=0.003793405310767435}
(buy(372)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(372)), {C=0.00301527088804591}
(buy(373)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(373)), {C=0.0028207372823655288}
(buy(374)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(374)), {C=0.002723470479525338}
(buy(375)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(375)), {C=0.002139869662484194}
(buy(376)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(376)), {C=0.0028207372823655288}
(buy(377)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(377)), {C=0.0028207372823655288}
(buy(378)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(378)), {C=0.003112537690886101}
(buy(379)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(379)), {C=0.0028207372823655288}
(buy(380)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(380)), {C=0.0020426028596440037}
(buy(381)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(381)), {C=0.002139869662484194}
(buy(382)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(382)), {C=0.002723470479525338}
(buy(383)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(383)), {C=0.00301527088804591}
(buy(384)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(384)), {C=0.00301527088804591}
(buy(385)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(385)), {C=0.0028207372823655288}
(buy(386)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(386)), {C=0.0025289368738449568}
(buy(387)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(387)), {C=0.0023344032681645753}
(buy(388)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(388)), {C=0.002723470479525338}
(buy(389)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(389)), {C=0.003112537690886101}
(buy(390)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(390)), {C=0.003307071296566482}
(buy(391)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(391)), {C=0.0025289368738449568}
(buy(392)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(392)), {C=0.00301527088804591}
(buy(393)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(393)), {C=0.0029180040852057193}
(buy(394)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(394)), {C=0.003598871705087054}
(buy(395)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(395)), {C=0.00301527088804591}
(buy(396)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(396)), {C=0.0023344032681645753}
(buy(397)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(397)), {C=0.00301527088804591}
(buy(398)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(398)), {C=0.0025289368738449568}
(buy(399)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(399)), {C=0.0026262036766851473}
(buy(400)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(400)), {C=0.003112537690886101}
(buy(401)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(401)), {C=0.002139869662484194}
(buy(402)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(402)), {C=0.002723470479525338}
(buy(403)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(403)), {C=0.0029180040852057193}
(buy(404)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(404)), {C=0.003598871705087054}
(buy(405)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(405)), {C=0.0029180040852057193}
(buy(406)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(406)), {C=0.0032098044937262913}
(buy(407)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(407)), {C=0.003598871705087054}
(buy(408)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(408)), {C=0.003112537690886101}
(buy(409)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(409)), {C=0.0026262036766851473}
(buy(410)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(410)), {C=0.003112537690886101}
(buy(411)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(411)), {C=0.003307071296566482}
(buy(412)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(412)), {C=0.00301527088804591}
(buy(413)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(413)), {C=0.003307071296566482}
(buy(414)) --> (marital status(M)), {C=0.0035016049022468633}
(marital status(M)) --> (buy(414)), {C=0.0035016049022468633}
(buy(415)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(415)), {C=0.003598871705087054}
(buy(416)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(416)), {C=0.002723470479525338}
(buy(417)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(417)), {C=0.0029180040852057193}
(buy(418)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(418)), {C=0.003112537690886101}
(buy(419)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(419)), {C=0.0029180040852057193}
(buy(420)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(420)), {C=0.003112537690886101}
(buy(421)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(421)), {C=0.0022371364653243847}
(buy(422)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(422)), {C=0.0029180040852057193}
(buy(423)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(423)), {C=0.0028207372823655288}
(buy(424)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(424)), {C=0.0023344032681645753}
(buy(425)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(425)), {C=0.0022371364653243847}
(buy(426)) --> (marital status(M)), {C=0.003793405310767435}
(marital status(M)) --> (buy(426)), {C=0.003793405310767435}
(buy(427)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(427)), {C=0.0026262036766851473}
(buy(428)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(428)), {C=0.002723470479525338}
(buy(429)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(429)), {C=0.0024316700710047662}
(buy(430)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(430)), {C=0.002139869662484194}
(buy(431)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(431)), {C=0.0026262036766851473}
(buy(432)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(432)), {C=0.003112537690886101}
(buy(433)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(433)), {C=0.0029180040852057193}
(buy(434)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(434)), {C=0.003112537690886101}
(buy(435)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(435)), {C=0.0026262036766851473}
(buy(436)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(436)), {C=0.0026262036766851473}
(buy(437)) --> (marital status(M)), {C=0.004279739324968388}
(marital status(M)) --> (buy(437)), {C=0.004279739324968388}
(buy(438)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(438)), {C=0.0032098044937262913}
(buy(439)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(439)), {C=0.001945336056803813}
(buy(440)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(440)), {C=0.0029180040852057193}
(buy(441)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(441)), {C=0.003598871705087054}
(buy(442)) --> (marital status(M)), {C=0.004085205719288007}
(marital status(M)) --> (buy(442)), {C=0.004085205719288007}
(buy(443)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(443)), {C=0.003307071296566482}
(buy(444)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(444)), {C=0.0026262036766851473}
(buy(445)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(445)), {C=0.0024316700710047662}
(buy(446)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(446)), {C=0.00301527088804591}
(buy(447)) --> (marital status(M)), {C=0.0035016049022468633}
(marital status(M)) --> (buy(447)), {C=0.0035016049022468633}
(buy(448)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(448)), {C=0.0029180040852057193}
(buy(449)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(449)), {C=0.0025289368738449568}
(buy(450)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(450)), {C=0.0029180040852057193}
(buy(451)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(451)), {C=0.003598871705087054}
(buy(452)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(452)), {C=0.0026262036766851473}
